tulo/meno,momenttitaso,momenttinumerot,linkki,1.momentti,2.momentti,3.momentti,nimi,poistettava momentti,numero,Lib budjetti,Leikattavaa momentista,Liikennevalo,Perustelu,suhdeluku leikkauksiin,Leikkausten kategorisointi
meno,3,26.10.02.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/26/10/02/02.html,26. SISÄMINISTERIÖN HALLINNONALA,10. Poliisitoimi,02. Suojelupoliisin toimintamenot (siirtomääräraha 2 v),02. Suojelupoliisin toimintamenot (siirtomääräraha 2&nbsp;v),,73 333 000,73 333 000,0,Tärkeä / Tehokas,"Suojelupoliisin toimintamenot, momentti säilytetään ennallaan.","0,00%",
meno,3,26.10.20.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/26/10/20/20.html,26. SISÄMINISTERIÖN HALLINNONALA,10. Poliisitoimi,20. Maasta poistamis- ja noutokuljetuksista aiheutuvat menot (siirtomääräraha 2 v),20. Maasta poistamis- ja noutokuljetuksista aiheutuvat menot (siirtomääräraha 2&nbsp;v),,3 868 000,3 868 000,0,Tärkeä / Tehokas,Maastapoistamisen ja noutokuljetusten momentti säilytetään ennallaan.,"0,00%",
meno,2,26.20.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/26/20/20.html,26. SISÄMINISTERIÖN HALLINNONALA,20. Rajavartiolaitos,,20. Rajavartiolaitos,,363 975 000,363 975 000,0,Tärkeä / Tehokas,,"0,00%",Tärkeät
meno,3,26.20.01.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/26/20/01/01.html,26. SISÄMINISTERIÖN HALLINNONALA,20. Rajavartiolaitos,01. Rajavartiolaitoksen toimintamenot (siirtomääräraha 2 v),01. Rajavartiolaitoksen toimintamenot (siirtomääräraha 2&nbsp;v),,329 725 000,329 725 000,0,Tärkeä / Tehokas,"Rajavartiolaitoksen toimintamenot, momentti säilytetään ennallaan.","0,00%",
meno,3,26.20.70.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/26/20/70/70.html,26. SISÄMINISTERIÖN HALLINNONALA,20. Rajavartiolaitos,70. Rajavartiolaitoksen investoinnit (siirtomääräraha 5 v),70. Rajavartiolaitoksen investoinnit (siirtomääräraha 5&nbsp;v),,34 250 000,34 250 000,0,Tärkeä / Tehokas,Rajavartiolaitoksen käyttöön tarkoitettujen vartioalusten hankintamenot. Momentti säilytetään ennallaan.,"0,00%",
meno,2,26.30.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/26/30/30.html,26. SISÄMINISTERIÖN HALLINNONALA,30. Pelastustoimi ja hätäkeskustoiminta,,30. Pelastustoimi ja hätäkeskustoiminta,,103 024 000,103 024 000,0,Tärkeä / Tehokas,,"0,00%",Tärkeät
meno,3,26.30.01.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/26/30/01/01.html,26. SISÄMINISTERIÖN HALLINNONALA,30. Pelastustoimi ja hätäkeskustoiminta,01. Pelastustoimen toimintamenot (siirtomääräraha 2 v),01. Pelastustoimen toimintamenot (siirtomääräraha 2&nbsp;v),,2 330 000,2 330 000,0,Tärkeä / Tehokas,"Pelastustoimen toimintamenot kuuluvat hyvinvointialueelle, mutta tässä momentissa on valtakunnallisia onnettomuustutkinta ja standardointikuluja, jotka säilytetään.","0,00%",
meno,3,26.30.02.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/26/30/02/02.html,26. SISÄMINISTERIÖN HALLINNONALA,30. Pelastustoimi ja hätäkeskustoiminta,02. Hätäkeskuslaitoksen toimintamenot (siirtomääräraha 2 v),02. Hätäkeskuslaitoksen toimintamenot (siirtomääräraha 2&nbsp;v),,75 294 000,75 294 000,0,Tärkeä / Tehokas,"Hätäkeskuslaitoksen toimintamenot, momentti säilytetään ennallaan.","0,00%",
meno,3,26.30.03.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/26/30/03/03.html,26. SISÄMINISTERIÖN HALLINNONALA,30. Pelastustoimi ja hätäkeskustoiminta,03. Pelastusopiston toimintamenot (siirtomääräraha 2 v),03. Pelastusopiston toimintamenot (siirtomääräraha 2&nbsp;v),,21 400 000,21 400 000,0,Tärkeä / Tehokas,"Pelastusopiston toimintamenot, momentti säilytetään ennallaan. Määrärahat menevtä pelastustoimen ja hätäkeskustoiminnan ammattilaisia kouluttavalle oppilaitokselle.","0,00%",
meno,3,26.30.20.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/26/30/20/20.html,26. SISÄMINISTERIÖN HALLINNONALA,30. Pelastustoimi ja hätäkeskustoiminta,20. Erityismenot (arviomääräraha),20. Erityismenot (arviomääräraha),,4 000 000,4 000 000,0,Tärkeä / Tehokas,Ilma-alusten käyttö poliisi- ja pelastustehtävissä. Momentti säilytetään.,"0,00%",
meno,2,26.40.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/26/40/40.html,26. SISÄMINISTERIÖN HALLINNONALA,40. Maahanmuutto,,40. Maahanmuutto,,189 350 000,189 350 000,0,Tärkeä / Tehokas,,"0,00%",Maahanmuutto
meno,3,26.40.01.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/26/40/01/01.html,26. SISÄMINISTERIÖN HALLINNONALA,40. Maahanmuutto,01. Maahanmuuttoviraston ja valtion vastaanottokeskusten toimintamenot (siirtomääräraha 2 v),01. Maahanmuuttoviraston ja valtion vastaanottokeskusten toimintamenot (siirtomääräraha 2&nbsp;v),,87 869 000,87 869 000,0,Tärkeä / Tehokas,"Maahanmuuttoviraston ja valtion vastaanottokeskusten toimintamenot, momentti säilytetään ennallaan.","0,00%",
meno,3,26.40.21.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/26/40/21/21.html,26. SISÄMINISTERIÖN HALLINNONALA,40. Maahanmuutto,21. Pakolaisten ja turvapaikanhakijoiden vastaanotto (arviomääräraha),21. Pakolaisten ja turvapaikanhakijoiden vastaanotto (arviomääräraha),,80 776 000,80 776 000,0,Tärkeä / Tehokas,"Pakolaisten ja turvapaikanhakijoiden vastaanotosta aiheutuvien menojen maksamiseen osoitettu määräraha, momentti säilytetään ennallaan.","0,00%",
meno,3,26.40.22.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/26/40/22/22.html,26. SISÄMINISTERIÖN HALLINNONALA,40. Maahanmuutto,22. Vapaaehtoinen paluu (siirtomääräraha 2 v),22. Vapaaehtoinen paluu (siirtomääräraha 2&nbsp;v),,2 318 000,2 318 000,0,Tärkeä / Tehokas,"Vapaaehtoisesta paluusta aiheutuvien menojen maksamiseen tarkoitettu määräraha, momentti säilytetään ennallaan.","0,00%",
meno,3,26.40.63.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/26/40/63/63.html,26. SISÄMINISTERIÖN HALLINNONALA,40. Maahanmuutto,63. Vastaanottotoiminnan asiakkaille maksettavat tuet (arviomääräraha),63. Vastaanottotoiminnan asiakkaille maksettavat tuet (arviomääräraha),,18 387 000,18 387 000,0,Tärkeä / Tehokas,Vastaanottotoiminnan asiakkaille maksettavat tuet. Momentti säilytetään ennallaan.,"0,00%",
meno,1,27.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/27/27.html,27. PUOLUSTUSMINISTERIÖN HALLINNONALA,,,27. PUOLUSTUSMINISTERIÖN HALLINNONALA,,6 297 046 000,6 417 046 000,120 000 000,Tärkeä / Tehokas,Nostetaan varusmiesten päivärahoja 120 MEUR,"1,91%",
meno,2,27.01.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/27/01/01.html,27. PUOLUSTUSMINISTERIÖN HALLINNONALA,01. Puolustuspolitiikka ja hallinto,,01. Puolustuspolitiikka ja hallinto,,791 406 000,791 406 000,0,Tärkeä / Tehokas,,"0,00%",Hallinto
meno,3,27.01.01.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/27/01/01/01.html,27. PUOLUSTUSMINISTERIÖN HALLINNONALA,01. Puolustuspolitiikka ja hallinto,01. Puolustusministeriön toimintamenot (siirtomääräraha 2 v),01. Puolustusministeriön toimintamenot (siirtomääräraha 2&nbsp;v),,21 150 000,21 150 000,0,Tärkeä / Tehokas,"Puolustusministeriön toimintamenot, momentti säilytetään ennallaan.","0,00%",
meno,3,27.01.29.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/27/01/29/29.html,27. PUOLUSTUSMINISTERIÖN HALLINNONALA,01. Puolustuspolitiikka ja hallinto,29. Puolustusministeriön hallinnonalan arvonlisäveromenot (arviomääräraha),29. Puolustusministeriön hallinnonalan arvonlisäveromenot (arviomääräraha),,736 360 000,736 360 000,0,Tärkeä / Tehokas,Pysyy ennallaan. Varusmiesten päivärahojen nosto ei vaikuta tähän.,"0,00%",
meno,3,27.01.66.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/27/01/66/66.html,27. PUOLUSTUSMINISTERIÖN HALLINNONALA,01. Puolustuspolitiikka ja hallinto,66. Jäsenmaksut ja rahoitusosuudet (siirtomääräraha 2 v),66. Jäsenmaksut ja rahoitusosuudet (siirtomääräraha 2&nbsp;v),,33 896 000,33 896 000,0,Tärkeä / Tehokas,Momentista katetaan mm. NATO:n maksuosuuksia. Säilytetään ennallaan.,"0,00%",
meno,2,27.10.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/27/10/10.html,27. PUOLUSTUSMINISTERIÖN HALLINNONALA,10. Sotilaallinen maanpuolustus,,10. Sotilaallinen maanpuolustus,,5 439 615 000,5 559 615 000,120 000 000,Tärkeä / Tehokas,Nostetaan varusmiesten päivärahoja 120 MEUR,"2,21%",Maanpuolustus
meno,3,27.10.01.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/27/10/01/01.html,27. PUOLUSTUSMINISTERIÖN HALLINNONALA,10. Sotilaallinen maanpuolustus,01. Puolustusvoimien toimintamenot (siirtomääräraha 2 v),01. Puolustusvoimien toimintamenot (siirtomääräraha 2&nbsp;v),,2 622 026 000,2 742 026 000,120 000 000,Tärkeä / Tehokas,Puolustusvoimien toimintamenot. Tehokas ja uskottava maanpuolustus on yhteiskunnan perusta ja siten valtion ehdoton ydintehtävä. Nostetaan varusmiesten päivärahoja.,"4,58%",
meno,3,27.10.18.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/27/10/18/18.html,27. PUOLUSTUSMINISTERIÖN HALLINNONALA,10. Sotilaallinen maanpuolustus,18. Puolustusmateriaalihankinnat (siirtomääräraha 5 v),18. Puolustusmateriaalihankinnat (siirtomääräraha 5&nbsp;v),,1 452 994 000,1 452 994 000,0,Tärkeä / Tehokas,"Puolustusvoimien materiaalihankintojen maksamiseen osoitettu määräraha, momentti säilytetään ennallaan.","0,00%",
meno,3,27.10.19.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/27/10/19/19.html,27. PUOLUSTUSMINISTERIÖN HALLINNONALA,10. Sotilaallinen maanpuolustus,19. Monitoimihävittäjien hankinta (siirtomääräraha 5 v),19. Monitoimihävittäjien hankinta (siirtomääräraha 5&nbsp;v),,1 354 600 000,1 354 600 000,0,Tärkeä / Tehokas,"Puolustusvoimien hävittäjähankinnasta aiheutuvien menojen maksamiseen tarkoitettu määräraha, momentti säilytetään ennallaan.","0,00%",
meno,3,27.10.50.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/27/10/50/50.html,27. PUOLUSTUSMINISTERIÖN HALLINNONALA,10. Sotilaallinen maanpuolustus,50. Maanpuolustus- ja veteraanijärjestöjen toiminnan tukeminen (kiinteä määräraha),50. Maanpuolustus- ja veteraanijärjestöjen toiminnan tukeminen (kiinteä määräraha),,9 995 000,9 995 000,0,Liikkumavaraa,Maanpuolustusjärjestöjen toiminnan tukeminen. Leikataan tarvittaessa.,"0,00%",
meno,2,27.30.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/27/30/30.html,27. PUOLUSTUSMINISTERIÖN HALLINNONALA,30. Sotilaallinen kriisinhallinta,,30. Sotilaallinen kriisinhallinta,,66 025 000,66 025 000,0,Tärkeä / Tehokas,,"0,00%",Tärkeät
meno,3,27.30.20.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/27/30/20/20.html,27. PUOLUSTUSMINISTERIÖN HALLINNONALA,30. Sotilaallinen kriisinhallinta,20. Sotilaallisen kriisinhallinnan kalusto- ja hallintomenot (siirtomääräraha 3 v),20. Sotilaallisen kriisinhallinnan kalusto- ja hallintomenot (siirtomääräraha 3&nbsp;v),,66 015 000,66 015 000,0,Tärkeä / Tehokas,"Sotilaallisen kriisinhallinnan kalusto- ja hallintamenot, momentti säilytetään ennallaan.","0,00%",
meno,3,27.30.95.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/27/30/95/95.html,27. PUOLUSTUSMINISTERIÖN HALLINNONALA,30. Sotilaallinen kriisinhallinta,95. Kurssivaihtelut (arviomääräraha),95. Kurssivaihtelut (arviomääräraha),,10 000,10 000,0,Tärkeä / Tehokas,"Kurssivaihteluihin varattu määräraha, momentti säilytetään ennallaan.","0,00%",
meno,1,28.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/28/28.html,28. VALTIOVARAINMINISTERIÖN HALLINNONALA,,,28. VALTIOVARAINMINISTERIÖN HALLINNONALA,,41 840 216 000,36 820 953 750,−5 019 262 250,Leikataan / Tehoton,,"−12,00%",
meno,2,28.01.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/28/01/01.html,28. VALTIOVARAINMINISTERIÖN HALLINNONALA,01. Hallinto,,01. Hallinto,,213 832 000,186 589 800,−27 242 200,Liikkumavaraa,,"−12,74%",Hallinto
meno,3,28.01.01.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/28/01/01/01.html,28. VALTIOVARAINMINISTERIÖN HALLINNONALA,01. Hallinto,01. Valtiovarainministeriön toimintamenot (siirtomääräraha 2 v),01. Valtiovarainministeriön toimintamenot (siirtomääräraha 2&nbsp;v),,40 341 000,32 272 800,−8 068 200,Liikkumavaraa,Valtiovarainministeriön toimintamenoihin esitetään 20 % leikkausta. Ministeriön tulee priorisoida toimensa ja karsia ei-välttämättömiä tehtäviään. Julkisen sektorin lomia tulee vähentää ja työn tuottavuutta kasvattaa.,"−20,00%",
meno,3,28.01.20.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/28/01/20/20.html,28. VALTIOVARAINMINISTERIÖN HALLINNONALA,01. Hallinto,20. Valtion kiinteistöstrategian toteuttaminen (arviomääräraha),20. Valtion kiinteistöstrategian toteuttaminen (arviomääräraha),,3 645 000,3 645 000,0,Liikkumavaraa,"Valtion virastojen valmiuden ja varautumisen vahvistamiseen käytettäviä varoja, jotka ovat kasvaneet Venäjän hyökkäyssodan myötä. Säilytetään ehdotuksen mukaisina.","0,00%",
meno,3,28.01.21.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/28/01/21/21.html,28. VALTIOVARAINMINISTERIÖN HALLINNONALA,01. Hallinto,21. Valtiovarainministeriön hallinnonalan tuottavuusmääräraha (siirtomääräraha 2 v),21. Valtiovarainministeriön hallinnonalan tuottavuusmääräraha (siirtomääräraha 2&nbsp;v),,2 306 000,2 306 000,0,Liikkumavaraa,"Valtiovarainministeriön hallinnonalan tuottavuusmääräraha säilytetään ennallaan, sillä ministeriön toiminnasta säästyneitä varoja on perusteltua käyttää edelleen tuottavuutta parantaviin kohteisiin. Vastaaville momenteille olisi perusteltua määritellä selkeät tuottavuuden parantumista mittaavat mittarit, joilla varmistetaan määrärahan tarkoituksenmukaisuus.","0,00%",
meno,3,28.01.25.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/28/01/25/25.html,28. VALTIOVARAINMINISTERIÖN HALLINNONALA,01. Hallinto,25. Metallirahamenot (arviomääräraha),25. Metallirahamenot (arviomääräraha),,1 600 000,2 800 000,1 200 000,Liikkumavaraa,"Metallirahojen liikkeellelaskun ja valmistuksen menoja, joka säilytetään muutoin ennallaan, mutta juhlarahojen valmistus lopetetaan toissijaisena tehtävänä. Samalla huomioidaan keräilyrahatoiminnan tuottojen poistuminen. Määrärahoja siis kokonaisuutena tarvitaan 1,2 M€ lisää metallirahan kulumisen vuoksi.","75,00%",
meno,3,28.01.29.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/28/01/29/29.html,28. VALTIOVARAINMINISTERIÖN HALLINNONALA,01. Hallinto,29. Valtiovarainministeriön hallinnonalan arvonlisäveromenot (arviomääräraha),29. Valtiovarainministeriön hallinnonalan arvonlisäveromenot (arviomääräraha),,164 000 000,144 326 000,−19 674 000,Tärkeä / Tehokas,Valtiovarainministeriön hallinnonalan arvonlisäveromenot laskettu leikkausten suhteessa alkuperäiseen budjettiin.,"−12,00%",
meno,3,28.01.66.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/28/01/66/66.html,28. VALTIOVARAINMINISTERIÖN HALLINNONALA,01. Hallinto,66. Kansainvälisten järjestöjen jäsenmaksut ja rahoitusosuudet (siirtomääräraha 2 v),66. Kansainvälisten järjestöjen jäsenmaksut ja rahoitusosuudet (siirtomääräraha 2&nbsp;v),,1 200 000,500 000,−700 000,Liikkumavaraa,"Momentilta rahoitetaan Nordic Institute for Interoperability Solutions (NIIS) sekä International Council for IT in Government Administration (ICA) järjestöjen jäsenmaksut. Lakkauttamme Suomen jäsenyyden ICA järjestössä, jonka hyödyllisyys on kyseenalainen.","−58,33%",
meno,3,28.01.69.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/28/01/69/69.html,28. VALTIOVARAINMINISTERIÖN HALLINNONALA,01. Hallinto,69. Suomen Pankin eräiden sijoitustuottojen siirto Kreikan valtiolle (siirtomääräraha 3 v),69. Suomen Pankin eräiden sijoitustuottojen siirto Kreikan valtiolle (siirtomääräraha 3&nbsp;v),,740 000,740 000,0,Tärkeä / Tehokas,"Kreikan valtiolle suunnattuja Suomen Pankin sijoitustuottoja, joista ei voida irtautua. Jatkossa moraalikatoa aikaansaavia pelastuspaketteja ei pidä harjoittaa, vaan uudistumisen on tapahduttava konkurssien kautta.","0,00%",
meno,2,28.10.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/28/10/10.html,28. VALTIOVARAINMINISTERIÖN HALLINNONALA,10. Verotus ja tulli,,10. Verotus ja tulli,,677 091 000,556 212 800,−120 878 200,Liikkumavaraa,,"−17,85%",Hallinto
